,Text,Index,Similarity
0,DER_NACHSOMMER_Q167320,-50,0.8781671124853919
1,DER_NACHSOMMER_Q167320,-49,0.9119861095727332
2,DER_NACHSOMMER_Q167320,-48,0.9114821079887446
3,DER_NACHSOMMER_Q167320,-47,0.9015338085865692
4,DER_NACHSOMMER_Q167320,-46,0.883614977014348
5,DER_NACHSOMMER_Q167320,-45,0.8824018283366205
6,DER_NACHSOMMER_Q167320,-44,0.8729260463667637
7,DER_NACHSOMMER_Q167320,-43,0.8716459458374034
8,DER_NACHSOMMER_Q167320,-42,0.8419774013440688
9,DER_NACHSOMMER_Q167320,-41,0.8312479988516599
10,DER_NACHSOMMER_Q167320,-40,0.8217650022064944
11,DER_NACHSOMMER_Q167320,-39,0.7843532987504349
12,DER_NACHSOMMER_Q167320,-38,0.7803799537318945
13,DER_NACHSOMMER_Q167320,-37,0.7708182722059588
14,DER_NACHSOMMER_Q167320,-36,0.7721615227083195
15,DER_NACHSOMMER_Q167320,-35,0.7699876150822399
16,DER_NACHSOMMER_Q167320,-34,0.7622262682749044
17,DER_NACHSOMMER_Q167320,-33,0.7600651159360202
18,DER_NACHSOMMER_Q167320,-32,0.7516438099864284
19,DER_NACHSOMMER_Q167320,-31,0.747687849132876
20,DER_NACHSOMMER_Q167320,-30,0.691231059270102
21,DER_NACHSOMMER_Q167320,-29,0.697462854371462
22,DER_NACHSOMMER_Q167320,-28,0.7248543601955166
23,DER_NACHSOMMER_Q167320,-27,0.7503474049909408
24,DER_NACHSOMMER_Q167320,-26,0.7865655373862704
25,DER_NACHSOMMER_Q167320,-25,0.8361419708706321
26,DER_NACHSOMMER_Q167320,-24,0.8702374613195837
27,DER_NACHSOMMER_Q167320,-23,0.8888235827981079
28,DER_NACHSOMMER_Q167320,-22,0.8965914556417529
29,DER_NACHSOMMER_Q167320,-21,0.8923502949923321
30,DER_NACHSOMMER_Q167320,-20,0.9106217204960955
31,DER_NACHSOMMER_Q167320,-19,0.886725982234796
32,DER_NACHSOMMER_Q167320,-18,0.8917937249884883
33,DER_NACHSOMMER_Q167320,-17,0.8901805174818372
34,DER_NACHSOMMER_Q167320,-16,0.8869870143744701
35,DER_NACHSOMMER_Q167320,-15,0.8695684804903591
36,DER_NACHSOMMER_Q167320,-14,0.8673401212059507
37,DER_NACHSOMMER_Q167320,-13,0.8570999890147731
38,DER_NACHSOMMER_Q167320,-12,0.8506651511266955
39,DER_NACHSOMMER_Q167320,-11,0.8657270269454753
40,DER_NACHSOMMER_Q167320,-10,0.8630285605360897
